2022;166;0;-2.2;161.6
2022;166;1;6.5;161.6
2022;166;2;-12.4;107.0
2022;166;3;-32.5;123.6
2022;166;4;-7.1;104.0
2022;166;5;20.4;135.9
2022;166;6;4.8;110.3
2022;166;7;11.8;122.4
2022;166;8;-6.0;104.6
2022;166;9;49.8;125.9
2022;166;10;-12.4;109.1
2022;166;11;-58.2;68.7
2022;166;12;-49.0;42.5
2022;166;13;-60.4;32.8
2022;166;14;-59.5;96.9
2022;166;15;-15.0;141.9
2022;166;16;-31.1;122.8
2022;166;17;3.6;128.7
2022;166;18;17.7;146.9
2022;166;19;24.8;139.9
2022;166;20;18.5;151.5
2022;166;21;32.0;160.0
2022;166;22;-3.0;129.0
2022;166;23;48.8;201.8
2022;167;0;36.5;174.7
2022;167;1;7.2;146.0
2022;167;2;36.7;142.4
2022;167;3;59.9;132.2
2022;167;4;12.8;143.8
2022;167;5;50.2;139.7
2022;167;6;55.4;123.7
2022;167;7;46.5;152.2
2022;167;8;41.1;160.4
2022;167;9;34.3;126.1
2022;167;10;0.9;153.1
2022;167;11;-4.3;161.8
2022;167;12;-21.0;141.9
2022;167;13;9.3;151.3
2022;167;14;2.7;164.3
2022;167;15;7.3;158.0
2022;167;16;39.1;200.6
2022;167;17;4.2;194.3
2022;167;18;-9.1;198.2
2022;167;19;-17.8;137.4
2022;167;20;-60.5;222.2
2022;167;21;-43.4;168.0
2022;167;22;-23.0;161.8
2022;167;23;39.2;151.7
2022;168;0;17.3;145.0
2022;168;1;-41.7;135.9
2022;168;2;-7.6;140.5
2022;168;3;1.9;145.0
2022;168;4;9.1;143.1
2022;168;5;34.6;160.5
2022;168;6;37.8;202.1
2022;168;7;-9.6;152.8
2022;168;8;9.8;140.8
2022;168;9;-51.9;175.2
2022;168;10;-58.3;180.0
2022;168;11;23.8;208.2
2022;168;12;-1.8;171.2
2022;168;13;31.2;155.4
2022;168;14;6.6;149.4
2022;168;15;7.7;168.2
2022;168;16;30.1;175.3
2022;168;17;27.7;148.5
2022;168;18;-18.3;153.2
2022;168;19;16.4;160.7
2022;168;20;47.5;102.0
2022;168;21;21.4;142.0
2022;168;22;37.1;149.5
2022;168;23;3.8;162.1
2022;169;0;-14.3;203.7
2022;169;1;-19.2;91.1
2022;169;2;-23.4;112.3
2022;169;3;23.2;121.7
2022;169;4;10.2;104.1
2022;169;5;-0.3;104.3
2022;169;6;-1.6;105.6
2022;169;7;13.3;108.4
2022;169;8;20.4;167.9
2022;169;9;-6.8;169.0
2022;169;10;11.8;171.2
2022;169;11;26.4;172.4
2022;169;12;25.1;147.3
2022;169;13;26.0;133.7
2022;169;14;16.8;115.3
2022;169;15;23.9;119.0
2022;169;16;15.9;131.5
2022;169;17;11.0;146.7
2022;169;18;29.9;138.8
2022;169;19;-2.4;181.1
2022;169;20;-31.5;212.7
2022;169;21;-16.7;191.0
2022;169;22;-30.6;214.2
2022;169;23;-1.7;172.6
2022;170;0;31.9;261.3
2022;170;1;-13.4;240.2
2022;170;2;-29.4;219.6
2022;170;3;-27.2;194.0
2022;170;4;-7.1;131.9
2022;170;5;41.9;202.8
2022;170;6;47.2;202.4
2022;170;7;-4.7;218.1
2022;170;8;-6.0;216.5
2022;170;9;4.9;195.2
2022;170;10;-19.3;202.2
2022;170;11;-38.0;177.2
2022;170;12;50.6;119.0
2022;170;13;28.3;32.9
2022;170;14;8.4;40.4
2022;170;15;-17.3;103.2
2022;170;16;-21.1;168.5
2022;170;17;-22.9;161.1
2022;170;18;-13.5;173.4
2022;170;19;2.2;173.3
2022;170;20;11.7;156.1
2022;170;21;24.3;170.9
2022;170;22;27.5;162.7
2022;170;23;24.8;163.2
2022;171;0;21.4;163.5
2022;171;1;-2.0;180.9
2022;171;2;0.4;171.9
2022;171;3;-4.5;184.0
2022;171;4;-12.6;178.7
2022;171;5;-17.3;159.8
2022;171;6;-11.9;148.7
2022;171;7;4.6;123.4
2022;171;8;-0.4;114.8
2022;171;9;-4.4;128.3
2022;171;10;-18.7;137.0
2022;171;11;-20.1;127.4
2022;171;12;-29.4;121.9
2022;171;13;-48.8;86.4
2022;171;14;-53.5;21.7
2022;171;15;-58.7;14.1
2022;171;16;-42.7;355.9
2022;171;17;-13.7;339.7
2022;171;18;-19.5;24.0
2022;171;19;2.3;148.3
2022;171;20;-10.0;142.4
2022;171;21;3.3;126.0
2022;171;22;-15.0;147.1
2022;171;23;-31.0;149.7
2022;172;0;-22.5;135.5
2022;172;1;-26.2;152.6
2022;172;2;-9.8;120.8
2022;172;3;14.8;126.0
2022;172;4;-2.4;183.0
2022;172;5;9.6;161.8
2022;172;6;-1.0;134.9
2022;172;7;-6.4;119.6
2022;172;8;0.1;120.0
2022;172;9;-10.6;132.3
2022;172;10;3.4;260.8
2022;172;11;-34.0;319.1
2022;172;12;-40.6;358.1
2022;172;13;1.2;134.1
2022;172;14;18.4;197.3
2022;172;15;-2.0;254.1
2022;172;16;6.3;236.7
2022;172;17;16.8;239.2
2022;172;18;4.2;270.4
2022;172;19;7.9;277.5
2022;172;20;6.6;298.2
2022;172;21;-3.4;300.0
2022;172;22;999.9;999.9
2022;172;23;999.9;999.9
2022;173;0;999.9;999.9
2022;173;1;5.4;310.4
2022;173;2;5.5;312.3
2022;173;3;4.5;313.6
2022;173;4;-12.6;320.3
2022;173;5;-26.4;331.8
2022;173;6;-5.3;301.2
2022;173;7;-45.4;14.2
2022;173;8;-23.5;328.9
2022;173;9;-6.2;304.2
2022;173;10;-8.6;311.4
2022;173;11;-22.4;325.6
2022;173;12;-27.7;33.6
2022;173;13;-32.1;16.6
2022;173;14;-19.9;12.4
2022;173;15;-11.9;18.4
2022;173;16;14.9;343.4
2022;173;17;1.7;324.2
2022;173;18;-5.0;327.4
2022;173;19;-18.8;318.8
2022;173;20;0.2;316.5
2022;173;21;-9.7;336.3
2022;173;22;3.2;291.6
2022;173;23;-30.2;293.1
2022;174;0;-23.5;325.1
2022;174;1;-15.9;299.4
2022;174;2;-27.2;283.8
2022;174;3;-8.2;297.3
2022;174;4;3.5;300.8
2022;174;5;23.5;311.4
2022;174;6;47.0;314.4
2022;174;7;6.6;305.9
2022;174;8;-14.3;332.2
2022;174;9;-2.1;306.2
2022;174;10;4.3;336.3
2022;174;11;20.6;296.8
2022;174;12;7.6;307.5
2022;174;13;9.6;328.7
2022;174;14;9.0;322.4
2022;174;15;8.7;333.0
2022;174;16;-6.1;332.8
2022;174;17;-5.6;319.4
2022;174;18;-12.8;330.6
2022;174;19;-11.8;290.6
2022;174;20;30.5;345.8
2022;174;21;28.1;316.3
2022;174;22;-3.2;319.6
2022;174;23;-33.1;335.5
2022;175;0;29.3;321.6
2022;175;1;22.1;333.7
2022;175;2;29.3;335.5
2022;175;3;43.6;346.5
2022;175;4;43.6;330.7
2022;175;5;35.9;349.5
2022;175;6;23.2;330.6
2022;175;7;21.6;321.4
2022;175;8;18.4;343.0
2022;175;9;6.8;357.1
2022;175;10;14.4;339.3
2022;175;11;13.4;327.7
2022;175;12;12.0;305.8
2022;175;13;8.9;289.3
2022;175;14;5.5;292.3
2022;175;15;11.1;340.3
2022;175;16;-6.6;351.4
2022;175;17;-8.9;305.5
2022;175;18;-18.3;287.7
2022;175;19;-33.1;277.9
2022;175;20;-4.3;310.1
2022;175;21;-28.0;296.7
2022;175;22;-26.0;297.8
2022;175;23;-36.5;278.2
2022;176;0;-21.8;290.0
2022;176;1;-25.5;288.9
2022;176;2;-18.4;294.5
2022;176;3;-23.4;290.0
2022;176;4;-17.8;289.0
2022;176;5;-22.6;299.8
2022;176;6;-25.2;304.4
2022;176;7;-23.7;305.3
2022;176;8;-36.5;307.3
2022;176;9;-25.6;308.2
2022;176;10;-3.1;303.0
2022;176;11;5.5;302.9
2022;176;12;-21.6;308.8
2022;176;13;-31.7;322.4
2022;176;14;-43.0;315.0
2022;176;15;-45.8;315.7
2022;176;16;-35.5;295.8
2022;176;17;-41.0;289.9
2022;176;18;-48.9;285.0
2022;176;19;-48.0;294.9
2022;176;20;27.1;315.3
2022;176;21;-47.4;276.6
2022;176;22;-46.0;264.0
2022;176;23;-54.5;222.1
2022;177;0;-22.3;275.4
2022;177;1;2.2;321.9
2022;177;2;-1.5;318.5
2022;177;3;-7.1;324.7
2022;177;4;-5.6;326.2
2022;177;5;16.5;340.2
2022;177;6;37.8;356.1
2022;177;7;-57.7;191.6
2022;177;8;-50.1;207.1
2022;177;9;21.9;26.0
2022;177;10;-61.6;272.2
2022;177;11;-10.9;269.8
2022;177;12;-52.6;218.4
2022;177;13;15.7;276.2
2022;177;14;54.9;320.5
2022;177;15;10.8;306.8
2022;177;16;-11.3;293.5
2022;177;17;-5.7;307.0
2022;177;18;-23.9;264.2
2022;177;19;54.4;334.2
2022;177;20;32.7;315.5
2022;177;21;8.6;304.4
2022;177;22;22.9;286.6
2022;177;23;-19.9;355.9
2022;178;0;15.8;347.6
2022;178;1;17.4;325.1
2022;178;2;-36.9;299.4
2022;178;3;-9.7;275.3
2022;178;4;-28.1;328.0
2022;178;5;-23.1;327.5
2022;178;6;-10.0;280.8
2022;178;7;18.5;291.6
2022;178;8;39.7;285.9
2022;178;9;28.3;346.9
2022;178;10;17.1;334.7
2022;178;11;26.0;328.5
2022;178;12;8.1;356.0
2022;178;13;8.4;4.1
2022;178;14;3.6;358.3
2022;178;15;-4.3;353.1
2022;178;16;-2.8;345.6
2022;178;17;6.4;346.8
2022;178;18;3.1;337.7
2022;178;19;7.0;337.8
2022;178;20;-5.3;325.1
2022;178;21;10.9;317.8
2022;178;22;-12.2;325.2
2022;178;23;15.8;305.0
2022;179;0;10.9;317.4
2022;179;1;15.4;310.0
2022;179;2;20.0;270.0
2022;179;3;48.4;340.5
2022;179;4;10.1;270.1
2022;179;5;-51.3;277.6
2022;179;6;23.6;258.6
2022;179;7;-7.7;253.3
2022;179;8;6.2;231.6
2022;179;9;-5.8;225.6
2022;179;10;3.5;298.2
2022;179;11;3.5;251.3
2022;179;12;75.8;317.3
2022;179;13;-7.7;268.4
2022;179;14;61.0;279.8
2022;179;15;60.9;279.5
2022;179;16;35.8;343.8
2022;179;17;14.5;20.7
2022;179;18;-11.7;346.9
2022;179;19;5.4;15.9
2022;179;20;-19.1;359.1
2022;179;21;-46.5;291.4
2022;179;22;-61.7;298.5
2022;179;23;-61.0;276.3
2022;180;0;-58.3;0.4
2022;180;1;-9.8;226.0
2022;180;2;12.0;219.3
2022;180;3;59.7;291.7
2022;180;4;-0.5;325.1
2022;180;5;-51.8;343.5
2022;180;6;-19.8;223.5
2022;180;7;-9.1;230.6
2022;180;8;-10.2;213.9
2022;180;9;-18.3;206.3
2022;180;10;-22.7;207.4
2022;180;11;-27.2;205.8
2022;180;12;-33.0;213.7
2022;180;13;-2.4;237.5
2022;180;14;50.9;300.4
2022;180;15;58.3;294.7
2022;180;16;67.8;307.3
2022;180;17;65.3;340.5
2022;180;18;75.5;284.9
2022;180;19;61.4;291.5
2022;180;20;48.8;309.6
2022;180;21;13.2;312.7
2022;180;22;26.0;290.5
2022;180;23;41.4;247.2
2022;181;0;32.2;259.0
2022;181;1;31.3;272.7
2022;181;2;-4.3;279.2
2022;181;3;20.0;299.8
2022;181;4;43.9;357.2
2022;181;5;54.9;28.7
2022;181;6;30.2;311.4
2022;181;7;35.2;30.4
2022;181;8;8.3;19.9
2022;181;9;-19.2;6.7
2022;181;10;-26.7;346.6
2022;181;11;-26.2;290.9
2022;181;12;-27.6;287.7
2022;181;13;-28.1;288.7
2022;181;14;-24.8;293.6
2022;181;15;-27.8;315.3
2022;181;16;-17.9;339.9
2022;181;17;-0.5;339.1
2022;181;18;-20.1;309.7
2022;181;19;-6.4;322.1
2022;181;20;-2.9;328.2
2022;181;21;-1.9;335.3
2022;181;22;-2.8;331.9
2022;181;23;-0.6;334.9
2022;182;0;-8.6;330.0
2022;182;1;1.7;331.7
2022;182;2;4.1;345.2
2022;182;3;9.8;348.2
2022;182;4;-0.8;339.7
2022;182;5;-2.6;322.9
2022;182;6;-7.7;295.6
2022;182;7;2.7;302.3
2022;182;8;4.9;290.3
2022;182;9;5.7;266.8
2022;182;10;1.7;267.4
2022;182;11;-1.7;263.8
2022;182;12;-11.7;281.2
2022;182;13;17.2;279.4
2022;182;14;2.4;285.2
2022;182;15;7.9;303.4
2022;182;16;5.8;258.3
2022;182;17;-4.2;268.0
2022;182;18;-5.4;263.8
2022;182;19;-16.3;262.8
2022;182;20;-1.8;271.4
2022;182;21;-11.2;268.8
2022;182;22;-23.8;268.8
2022;182;23;-45.4;273.9
2022;183;0;-75.0;273.6
2022;183;1;-51.5;82.0
2022;183;2;-19.2;82.8
2022;183;3;-34.0;82.8
2022;183;4;-56.0;75.9
2022;183;5;-76.1;32.3
2022;183;6;-72.8;281.5
2022;183;7;-63.8;267.7
2022;183;8;-57.4;259.6
2022;183;9;-54.3;267.4
2022;183;10;-45.9;274.0
2022;183;11;-37.3;278.7
2022;183;12;-18.2;266.0
2022;183;13;3.3;259.8
2022;183;14;-3.7;268.3
2022;183;15;-4.7;274.5
2022;183;16;1.8;276.7
2022;183;17;-0.7;282.1
2022;183;18;12.6;282.4
2022;183;19;26.1;278.9
2022;183;20;32.6;261.4
2022;183;21;38.7;263.9
2022;183;22;44.7;257.0
2022;183;23;28.4;269.6
2022;184;0;12.9;284.6
2022;184;1;25.2;271.5
2022;184;2;27.5;275.1
2022;184;3;36.2;266.6
2022;184;4;34.9;284.4
2022;184;5;41.7;298.8
2022;184;6;53.6;297.3
2022;184;7;50.3;299.8
2022;184;8;58.1;293.7
2022;184;9;71.3;281.4
2022;184;10;85.0;259.9
2022;184;11;86.2;321.0
2022;184;12;82.1;107.5
2022;184;13;86.2;326.8
2022;184;14;43.0;281.8
2022;184;15;39.0;266.0
2022;184;16;36.9;249.9
2022;184;17;17.3;255.7
2022;184;18;1.2;268.0
2022;184;19;-10.5;261.2
2022;184;20;3.2;258.3
2022;184;21;45.3;1.3
2022;184;22;36.7;341.8
2022;184;23;26.0;315.9
2022;185;0;3.4;296.0
2022;185;1;-11.1;293.6
2022;185;2;-58.4;305.7
2022;185;3;-52.7;244.4
2022;185;4;-37.3;255.9
2022;185;5;-10.5;272.4
2022;185;6;-1.9;271.1
2022;185;7;49.0;261.9
2022;185;8;59.1;257.5
2022;185;9;70.9;221.9
2022;185;10;11.8;279.1
2022;185;11;-0.9;269.5
2022;185;12;6.3;273.1
2022;185;13;24.4;277.9
2022;185;14;12.4;288.3
2022;185;15;-38.2;348.2
2022;185;16;-28.7;338.9
2022;185;17;-23.2;316.9
2022;185;18;-0.9;302.2
2022;185;19;-33.5;316.9
2022;185;20;-24.3;304.1
2022;185;21;-27.0;297.0
2022;185;22;-16.3;315.3
2022;185;23;7.8;250.8
2022;186;0;-6.0;269.8
2022;186;1;18.2;306.6
2022;186;2;31.0;340.1
2022;186;3;25.1;297.3
2022;186;4;12.1;237.7
2022;186;5;-19.4;240.1
2022;186;6;13.1;300.9
2022;186;7;-16.1;299.0
2022;186;8;-7.2;329.3
2022;186;9;1.2;317.7
2022;186;10;0.7;305.4
2022;186;11;-23.9;283.9
2022;186;12;-6.3;268.2
2022;186;13;10.3;287.6
2022;186;14;0.8;281.0
2022;186;15;-7.0;244.8
2022;186;16;-1.7;240.6
2022;186;17;23.0;345.7
2022;186;18;12.4;296.5
2022;186;19;-1.0;302.7
2022;186;20;-18.2;314.4
2022;186;21;-41.1;353.3
2022;186;22;-23.0;86.6
2022;186;23;-13.6;113.1
2022;187;0;-24.8;116.8
2022;187;1;16.1;55.1
2022;187;2;59.7;345.0
2022;187;3;50.5;42.2
2022;187;4;48.5;63.9
2022;187;5;25.8;77.1
2022;187;6;1.5;86.3
2022;187;7;-55.2;73.9
2022;187;8;-26.6;62.6
2022;187;9;1.9;74.1
2022;187;10;28.5;80.8
2022;187;11;14.1;162.8
2022;187;12;-14.1;127.7
2022;187;13;-0.2;195.0
