FILE,LAT,LON,ELEC_DEN
3,47.6,95.5,2.6990861892700195
3,48.1,96.5,2.717529296875
3,48.6,97.5,2.7137627601623535
3,49.1,98.5,2.788266181945801
3,58.1,116.5,2.0281167030334473
3,58.6,117.5,2.0508837699890137
3,59.1,118.5,1.9684260686238606
3,59.6,119.5,2.1002156734466553
3,60.1,120.5,1.9853200912475586
3,60.6,121.5,2.0731995900472007
3,61.1,122.5,2.0371028582255044
3,61.6,123.5,1.9318851743425642
3,62.1,124.5,1.8144311904907227
3,62.6,125.5,1.7914441426595051
3,63.1,126.5,1.9554303487141926
3,63.6,127.5,1.6740171432495117
3,64.1,128.5,1.776411873953683
3,64.6,129.5,1.754149079322815
3,65.1,130.5,1.398440678914388
3,65.6,131.5,1.066029707590739
3,66.1,132.5,0.8681960900624593
3,66.6,133.5,0.9529372056325277
3,67.1,134.5,0.9426177342732748
3,67.6,135.5,1.174247185389201
3,68.1,136.5,1.5305388768513997
3,68.6,137.5,1.6782035827636719
3,69.1,138.5,1.5813584327697754
3,69.6,139.5,1.2898043791453044
3,70.1,140.5,1.2092517217000325
3,70.6,141.5,1.6810871760050456
3,71.1,142.5,1.8025774955749512
3,71.6,143.5,1.1753794352213542
3,72.1,144.5,-0.9200029373168945
3,72.6,145.5,-2.1438021659851074
3,73.1,146.5,-3.06751283009847
3,73.6,147.5,-0.8962508042653402
3,74.1,148.5,-0.005488673845926921
3,74.6,149.5,0.5511283874511719
3,75.1,150.5,-0.44536566734313965
3,75.6,151.5,-0.5994532505671183
3,76.1,152.5,-1.3475594520568848
3,76.6,153.5,-2.176157792409261
3,77.1,154.5,-1.866458574930827
3,77.6,155.5,-1.3917023340861003
3,78.1,156.5,-0.026427030563354492
3,78.6,157.5,0.6632239023844401
3,79.1,158.5,0.05415074030558268
3,79.6,159.5,-0.47362470626831055
3,80.1,160.5,-0.7981599171956381
3,80.6,161.5,-0.44675350189208984
3,81.1,162.5,-1.0532197157541912
3,81.6,163.5,-0.8418333530426025
3,82.1,164.5,-0.22035274902979532
3,82.6,165.5,0.9584301312764486
3,83.1,166.5,1.0256832440694172
3,83.6,167.5,1.18894624710083
3,84.1,168.5,1.8726038932800293
3,84.6,169.5,2.0393519401550293
3,85.1,170.5,1.053498347600301
3,85.6,171.5,0.3249671459197998
3,86.1,172.5,0.08035321669145064
3,86.6,173.5,0.8079187219793146
3,87.1,174.5,1.1868425369262696
3,87.6,175.5,1.0364086968558175
3,88.1,176.5,1.2921240329742432
3,88.6,177.5,1.374526023864746
3,89.1,178.5,1.8435182571411133
3,89.6,179.5,2.0197559356689454
4,-89.9,-179.5,9.84598880343967
4,-89.4,-178.5,9.849244551225143
4,-88.9,-177.5,7.364240010579427
4,-88.4,-176.5,7.3988120339133525
4,-87.9,-175.5,7.958518981933594
4,-87.4,-174.5,8.159048716227213
4,-86.9,-173.5,8.22201919555664
4,-86.4,-172.5,8.957000038840555
4,-85.9,-171.5,8.711490284312855
4,-85.4,-170.5,8.855852127075195
4,-84.9,-169.5,9.244828542073568
4,-84.4,-168.5,8.822160085042318
4,-83.9,-167.5,8.317307790120443
4,-83.4,-166.5,7.397125244140625
4,-82.9,-165.5,7.037654876708984
4,-82.4,-164.5,14.425562540690104
4,-81.9,-163.5,23.113876342773438
4,-81.4,-162.5,33.399810791015625
4,-80.9,-161.5,30.663991292317707
4,-80.4,-160.5,20.397928873697918
4,-79.9,-159.5,19.447489420572918
4,-79.4,-158.5,22.59375
4,-78.9,-157.5,9.68141610281808
4,-78.4,-156.5,8.679555075509208
4,-77.9,-155.5,9.024789537702288
4,-77.4,-154.5,9.893129621233259
4,-76.9,-153.5,10.73750741141183
4,-76.4,-152.5,11.150344848632812
4,-75.9,-151.5,11.528815133231026
4,-75.4,-150.5,12.223673248291016
4,-74.9,-149.5,12.21597957611084
4,-73.4,-146.5,18.174955368041992
4,-72.9,-145.5,18.91211191813151
4,-72.4,-144.5,19.631057739257812
4,-71.9,-143.5,18.9760004679362
4,-71.4,-142.5,19.613401412963867
4,-70.9,-141.5,19.592056274414062
4,-70.4,-140.5,18.678665161132812
4,-69.9,-139.5,18.678665161132812
4,-3.4000015,-6.5,18.856395721435547
4,-2.9000015,-5.5,18.092544555664062
4,-2.4000015,-4.5,18.981515066964285
4,-1.9000015,-3.5,18.468734741210938
4,-1.4000015,-2.5,18.638708750406902
4,-0.9000015,-1.5,19.59359868367513
4,-0.40000153,-0.5,18.724470774332683
4,0.099998474,0.5,19.67397689819336
4,0.5999985,1.5,16.65095672607422
4,1.0999985,2.5,11.245089721679687
4,1.5999985,3.5,11.691752115885416
4,2.0999985,4.5,11.385223388671875
4,2.5999985,5.5,12.658588409423828
4,3.0999985,6.5,16.651947021484375
4,3.5999985,7.5,17.86192169189453
4,4.0999985,8.5,19.354583740234375
4,4.5999985,9.5,20.541366577148438
4,5.0999985,10.5,20.35383478800456
4,5.5999985,11.5,18.71267318725586
4,6.0999985,12.5,16.176984151204426
4,6.5999985,13.5,15.349257151285807
4,7.0999985,14.5,12.217758178710938
4,7.5999985,15.5,10.878431955973307
4,8.099998,16.5,10.442727406819662
4,8.599998,17.5,10.526031494140625
4,9.099998,18.5,10.562352498372396
4,9.599998,19.5,9.397041320800781
4,10.099998,20.5,8.639988581339518
4,10.599998,21.5,8.585617065429688
4,11.099998,22.5,8.299433390299479
4,11.599998,23.5,7.293141682942708
4,12.099998,24.5,6.983019510904948
4,12.599998,25.5,6.52412223815918
4,13.099998,26.5,5.6829573313395185
4,13.599998,27.5,5.229076385498047
4,14.099998,28.5,5.064052899678548
4,14.599998,29.5,4.679718399047852
4,15.099998,30.5,4.5927065069025215
4,15.599998,31.5,4.544357935587565
4,16.099998,32.5,4.153436342875163
4,16.599998,33.5,3.773622194925944
4,17.099998,34.5,3.3818896611531577
4,17.599998,35.5,3.2950267791748047
4,18.099998,36.5,3.1747306187947593
4,18.599998,37.5,3.0354398091634116
4,19.099998,38.5,2.742739995320638
4,19.599998,39.5,2.287930170694987
4,20.099998,40.5,1.6602176030476887
4,20.599998,41.5,1.3814867337544758
4,21.099998,42.5,1.3130176862080891
4,21.599998,43.5,1.1695951620737712
4,22.099998,44.5,0.8254980246225992
4,22.599998,45.5,1.0096925894419353
4,23.099998,46.5,0.8060901815241034
4,23.599998,47.5,0.704065203666687
4,24.099998,48.5,0.7984561920166016
4,24.599998,49.5,1.0894375642140706
4,25.099998,50.5,1.0193475484848022
4,28.099998,56.5,6.645340919494629
4,28.599998,57.5,6.603417532784598
4,29.099998,58.5,6.6323502858479815
4,29.599998,59.5,6.693258762359619
4,30.099998,60.5,6.720358848571777
4,33.1,66.5,5.311793327331543
4,33.6,67.5,5.228748321533203
4,34.1,68.5,5.311793327331543
4,34.6,69.5,5.370887756347656
4,39.1,78.5,6.1217451095581055
4,39.6,79.5,6.107466697692871
4,40.1,80.5,5.935207366943359
4,40.6,81.5,5.880887349446614
4,41.1,82.5,5.810004234313965
4,41.6,83.5,5.7949775695800785
4,42.1,84.5,5.716634750366211
4,57.6,115.5,3.2787466049194336
4,58.1,116.5,3.504887104034424
4,58.6,117.5,3.925039291381836
4,59.1,118.5,5.196340878804524
4,59.6,119.5,5.049484570821126
4,60.1,120.5,6.284596125284831
4,60.6,121.5,5.997866153717041
4,61.1,122.5,5.662747065226237
4,61.6,123.5,4.968103408813477
4,62.1,124.5,4.046285629272461
4,62.6,125.5,4.4211578369140625
4,63.1,126.5,4.805398420854048
4,63.6,127.5,4.6686054229736325
4,64.1,128.5,5.151161738804409
4,64.6,129.5,4.690991401672363
4,65.1,130.5,4.459536234537761
4,65.6,131.5,4.316762606302897
4,66.1,132.5,3.519383748372396
4,66.6,133.5,3.342171062122692
4,67.1,134.5,3.1320393880208335
4,67.6,135.5,3.4545532862345376
4,68.1,136.5,3.5762017567952475
4,68.6,137.5,3.5312655766805015
4,69.1,138.5,3.508148511250814
4,69.6,139.5,3.319732348124186
4,70.1,140.5,2.9984188079833984
4,70.6,141.5,3.0344136555989585
4,71.1,142.5,3.1116488774617515
4,71.6,143.5,2.610208034515381
4,72.1,144.5,2.4313597679138184
4,72.6,145.5,2.1505382855733237
4,73.1,146.5,2.029398282368978
4,73.6,147.5,1.6695823669433594
4,74.1,148.5,1.3455815315246582
4,74.6,149.5,0.9599092801411947
4,75.1,150.5,0.9722429911295573
4,75.6,151.5,0.8713986078898112
4,76.1,152.5,1.5434331893920898
4,76.6,153.5,1.2720255851745605
4,77.1,154.5,0.6713933944702148
4,77.6,155.5,0.44389883677164715
4,78.1,156.5,0.20195444424947104
4,78.6,157.5,-0.38745446999867755
4,79.1,158.5,-0.42257877190907794
4,79.6,159.5,-0.22631319363911948
4,80.1,160.5,-0.3489696979522705
4,80.6,161.5,-0.5531181891759237
4,81.1,162.5,-0.3914933999379476
4,81.6,163.5,-0.28839820623397827
4,82.1,164.5,-0.2856660683949788
4,82.6,165.5,0.8757762908935547
4,83.1,166.5,1.2473028500874836
4,83.6,167.5,1.1202569802602131
4,84.1,168.5,1.214099407196045
4,84.6,169.5,1.3665480613708496
4,85.1,170.5,0.20159582297007242
4,85.6,171.5,-0.4388882319132487
4,86.1,172.5,-0.31806239214810456
4,86.6,173.5,-0.3112635016441345
4,87.1,174.5,-0.31999566819932723
4,87.6,175.5,-0.4078336102621896
4,88.1,176.5,-0.4567214846611023
4,88.6,177.5,-0.5885866165161133
4,89.1,178.5,-0.32666119933128357
4,89.6,179.5,-6.815562566121419
5,-89.9,-179.5,9.556400844029017
5,-89.4,-178.5,9.82010587056478
5,-88.9,-177.5,8.535015106201172
5,-88.4,-176.5,7.87867431640625
